employee_id,age,attrition,business_travel,country,city,daily_rate,department,distance_from_home,education,education_field,employee_count,employee_number,environment_satisfaction,gender,hire_date,hourly_rate,job_involvement,job_level,job_role,job_satisfaction,marital_status,monthly_income,monthly_rate,num_companies_worked,over_18,over_time,percent_salary_hike,performance_rating,relationship_satisfaction,standard_hours,stock_option_level,total_working_years,training_times_last_year,work_life_balance,years_at_company,years_in_current_role,years_since_last_promotion,years_with_curr_manager
EMP0000028,42,No,Travel_Rarely,France,Marseille,749,Sales,8,4,Marketing,1,28,3,Male,24/08/2017,48,3,2,Sales Executive,2,Married,22803,20730,0,Y,No,11,3,4,80,1,10,2,3,9,7,4,2
EMP0000030,46,No,Travel_Rarely,United Kingdom,Edinburgh,764,Sales,2,4,Marketing,1,30,2,Female,22/10/2024,83,3,5,Manager,1,Single,23265,21150,3,Y,No,12,3,4,80,0,22,2,2,2,2,2,1
EMP0000039,36,No,Travel_Rarely,Spain,Bilbao,924,Research & Development,5,4,Life Sciences,1,39,2,Female,12/12/2025,82,2,1,Research Scientist,1,Married,28116,25560,9,Y,Yes,14,3,4,80,1,6,3,4,1,1,0,0
EMP0000040,33,No,Travel_Frequently,Germany,Berlin,1237,Sales,1,3,Life Sciences,1,40,3,Female,19/05/2021,42,4,2,Sales Executive,1,Married,37653,34230,2,Y,No,19,3,1,80,2,10,3,3,5,3,1,3
EMP0000042,27,No,Travel_Rarely,France,Toulouse,1345,Research & Development,2,4,Life Sciences,1,42,4,Female,13/09/2025,33,3,1,Laboratory Technician,1,Divorced,40920,37200,1,Y,No,13,3,4,80,1,1,6,3,1,0,0,0
EMP0000048,37,No,Travel_Rarely,France,Marseille,442,Research & Development,19,2,Life Sciences,1,48,2,Male,21/03/2025,73,3,1,Research Scientist,2,Married,13464,12240,4,Y,No,21,4,1,80,0,8,1,3,1,0,0,0
EMP0000053,44,No,Travel_Rarely,Netherlands,Amsterdam,1614,Sales,1,5,Marketing,1,53,2,Female,14/04/2022,75,3,2,Sales Executive,1,Divorced,49104,44640,5,Y,Yes,21,4,3,80,1,9,2,2,4,3,1,3
EMP0000054,35,No,Non-Travel,Italy,Rome,1190,Research & Development,11,2,Medical,1,54,3,Male,02/09/2022,79,2,3,Healthcare Representative,1,Married,36201,32910,2,Y,Yes,13,3,3,80,1,10,3,3,4,0,2,3
EMP0000057,35,No,Travel_Frequently,United Kingdom,Manchester,925,Sales,18,5,Life Sciences,1,57,2,Male,04/09/2017,71,3,3,Sales Executive,1,Married,28149,25590,1,Y,No,22,4,4,80,1,9,3,2,9,8,1,8
EMP0000058,35,No,Travel_Rarely,United Kingdom,Manchester,1238,Research & Development,23,4,Medical,1,58,3,Female,01/08/2024,30,3,1,Laboratory Technician,1,Married,37686,34260,3,Y,Yes,15,3,3,80,1,4,3,3,2,2,2,2
EMP0000064,59,No,Travel_Rarely,Germany,Cologne,1556,Sales,25,3,Life Sciences,1,64,1,Female,14/04/2005,99,3,3,Sales Executive,1,Single,47355,43050,7,Y,No,11,3,4,80,0,28,3,2,21,16,7,9
EMP0000067,36,No,Travel_Frequently,United Kingdom,Birmingham,1296,Research & Development,11,3,Life Sciences,1,67,2,Male,02/10/2020,95,2,5,Manufacturing Director,2,Single,39435,35850,1,Y,No,13,3,3,80,0,6,3,3,6,5,0,3
EMP0000068,45,No,Travel_Rarely,Italy,Venice,1452,Research & Development,7,3,Life Sciences,1,68,2,Male,01/03/2025,59,3,3,Research Scientist,1,Divorced,44187,40170,2,Y,No,17,3,3,80,1,25,2,3,1,0,0,0
EMP0000069,35,No,Travel_Frequently,United Kingdom,Edinburgh,720,Research & Development,1,3,Medical,1,69,2,Male,18/12/2023,79,3,1,Research Scientist,1,Married,21912,19920,4,Y,No,13,3,4,80,1,5,2,2,3,2,1,2
EMP0000072,29,No,Travel_Rarely,United Kingdom,Birmingham,1440,Research & Development,2,3,Life Sciences,1,72,3,Male,15/04/2021,76,3,1,Research Scientist,2,Married,43824,39840,0,Y,No,23,4,4,80,1,6,3,3,5,4,0,4
EMP0000073,31,No,Travel_Rarely,United Kingdom,Manchester,1173,Research & Development,1,4,Medical,1,73,3,Male,06/06/2025,87,3,1,Research Scientist,2,Single,35706,32460,1,Y,No,17,3,2,80,0,1,4,3,1,1,1,0
EMP0000074,32,No,Travel_Rarely,Italy,Milan,594,Research & Development,1,3,Life Sciences,1,74,2,Male,03/04/2016,66,3,2,Research Scientist,2,Married,18084,16440,1,Y,No,17,3,2,80,2,10,3,3,10,4,0,9
EMP0000077,35,No,Travel_Rarely,Spain,Barcelona,841,Sales,1,4,Marketing,1,77,3,Male,08/04/2011,32,2,2,Sales Executive,1,Single,25608,23280,0,Y,No,14,3,2,80,0,16,2,3,15,13,2,8
EMP0000078,45,No,Travel_Rarely,United Kingdom,Manchester,209,Research & Development,6,4,Other,1,78,4,Male,26/06/2026,52,3,5,Research Director,1,Married,6369,5790,4,Y,Yes,14,3,2,80,0,17,3,4,0,0,0,0
EMP0000080,46,No,Travel_Rarely,United Kingdom,London,1025,Human Resources,5,2,Medical,1,80,2,Male,25/06/2022,80,3,2,Human Resources,2,Divorced,31185,28350,8,Y,Yes,22,4,4,80,1,16,2,3,4,2,0,2
EMP0000085,34,No,Travel_Rarely,Germany,Cologne,1250,Research & Development,1,2,Medical,1,85,1,Male,23/06/2021,94,3,5,Manufacturing Director,2,Married,38049,34590,1,Y,No,15,3,3,80,0,5,2,3,5,2,1,3
EMP0000087,23,No,Travel_Rarely,Spain,Valencia,586,Sales,2,1,Technical Degree,1,87,3,Male,03/06/2026,62,3,1,Sales Representative,1,Divorced,17853,16230,3,Y,No,13,3,3,80,1,3,3,3,0,0,0,0
EMP0000091,40,No,Travel_Frequently,United Kingdom,Manchester,574,Research & Development,1,4,Life Sciences,1,91,3,Male,14/06/2004,78,2,4,Healthcare Representative,2,Married,17490,15900,1,Y,No,22,4,4,80,1,22,3,2,22,3,11,11
EMP0000093,30,No,Travel_Rarely,Spain,Barcelona,1447,Sales,4,2,Medical,1,93,3,Female,24/06/2015,63,2,2,Sales Executive,2,Divorced,44022,40020,1,Y,Yes,12,3,2,80,3,11,4,2,11,8,2,7
EMP0000094,46,No,Travel_Frequently,France,Lyon,692,Research & Development,1,3,Medical,1,94,3,Male,21/11/2016,40,2,3,Healthcare Representative,1,Married,21054,19140,2,Y,Yes,13,3,3,80,1,21,5,2,10,9,9,5
EMP0000100,44,No,Non-Travel,United Kingdom,Edinburgh,530,Research & Development,23,3,Medical,1,100,2,Male,23/08/2023,67,3,2,Laboratory Technician,2,Married,16137,14670,4,Y,No,12,3,3,80,1,17,3,4,3,2,1,2
EMP0000101,37,Yes,Travel_Rarely,United Kingdom,London,875,Human Resources,6,4,Human Resources,1,101,3,Male,28/10/2023,63,3,1,Human Resources,1,Divorced,26631,24210,4,Y,Yes,22,4,4,80,0,7,3,3,3,2,0,2
EMP0000102,32,No,Travel_Rarely,France,Lyon,897,Research & Development,1,1,Life Sciences,1,102,4,Male,19/07/2025,71,3,1,Research Scientist,1,Single,27291,24810,1,Y,No,13,3,4,80,0,1,2,3,1,0,0,0
EMP0000107,50,No,Travel_Frequently,Germany,Hamburg,1209,Research & Development,1,3,Life Sciences,1,107,1,Female,05/08/2018,73,3,5,Research Director,2,Married,36795,33450,3,Y,Yes,19,3,1,80,0,28,1,2,8,3,0,7
EMP0000111,51,No,Travel_Frequently,Germany,Berlin,1579,Research & Development,1,4,Medical,1,111,1,Female,28/10/2013,30,2,3,Healthcare Representative,1,Single,48048,43680,3,Y,No,20,4,3,80,0,23,1,2,13,12,12,8
EMP0000115,34,No,Travel_Rarely,France,Marseille,1118,Research & Development,6,4,Life Sciences,1,115,3,Female,02/07/2025,45,2,2,Research Scientist,2,Divorced,34023,30930,6,Y,No,15,3,3,80,1,12,3,3,1,0,0,0
EMP0000117,34,No,Travel_Rarely,Italy,Turin,1468,Research & Development,5,3,Medical,1,117,3,Female,12/05/2015,45,2,3,Manager,1,Single,44682,40620,2,Y,No,12,3,4,80,0,14,6,3,11,10,5,8
EMP0000122,33,No,Non-Travel,Italy,Naples,813,Sales,22,2,Marketing,1,122,3,Male,24/10/2019,95,3,2,Sales Executive,2,Married,24750,22500,0,Y,No,13,3,1,80,1,8,2,4,7,7,0,7
EMP0000123,56,Yes,Travel_Rarely,Germany,Berlin,478,Research & Development,14,4,Life Sciences,1,123,2,Female,12/06/2021,72,3,1,Research Scientist,2,Married,14553,13230,9,Y,Yes,18,3,1,80,3,7,2,3,5,4,4,3
EMP0000126,26,No,Travel_Rarely,Germany,Munich,912,Research & Development,6,3,Other,1,126,3,Female,22/11/2021,46,2,1,Research Scientist,2,Married,27753,25230,1,Y,No,19,3,3,80,0,5,3,2,5,4,4,3
EMP0000130,49,No,Travel_Rarely,France,Marseille,509,Research & Development,20,4,Medical,1,130,3,Female,09/06/2011,96,3,5,Manufacturing Director,1,Married,15510,14100,1,Y,No,14,3,3,80,0,16,2,2,15,11,5,11
EMP0000136,36,No,Travel_Rarely,Germany,Hamburg,234,Research & Development,6,2,Medical,1,136,2,Male,10/04/2023,84,3,5,Manufacturing Director,2,Divorced,7128,6480,6,Y,No,20,4,4,80,2,7,0,3,3,2,0,1
EMP0000141,32,Yes,Travel_Rarely,Netherlands,Eindhoven,1120,Research & Development,9,3,Medical,1,141,1,Female,08/03/2021,41,3,1,Laboratory Technician,1,Single,34089,30990,7,Y,No,22,4,1,80,0,10,2,4,5,4,0,4
EMP0000146,30,No,Travel_Rarely,United Kingdom,Manchester,218,Research & Development,5,3,Technical Degree,1,146,4,Female,08/04/2023,84,3,1,Research Scientist,1,Divorced,6633,6030,5,Y,No,14,3,4,80,1,8,3,3,3,2,2,2
EMP0000148,41,No,Travel_Frequently,France,Marseille,929,Research & Development,10,3,Life Sciences,1,148,4,Male,03/07/2019,91,2,4,Manager,1,Divorced,28281,25710,4,Y,No,13,3,2,80,1,21,2,2,7,6,7,7
EMP0000149,41,No,Travel_Rarely,United Kingdom,Manchester,1012,Research & Development,9,4,Life Sciences,1,149,3,Male,11/05/2021,94,3,1,Laboratory Technician,1,Married,30789,27990,2,Y,No,21,4,4,80,1,7,2,3,5,0,1,4
EMP0000150,19,No,Travel_Rarely,Germany,Berlin,1281,Research & Development,3,1,Medical,1,150,2,Female,17/11/2025,79,3,1,Laboratory Technician,2,Single,38973,35430,1,Y,No,14,3,4,80,0,1,3,3,1,0,0,0
EMP0000151,40,No,Travel_Frequently,Netherlands,Amsterdam,1513,Research & Development,26,3,Medical,1,151,2,Female,02/07/2006,54,3,2,Research Scientist,2,Divorced,46035,41850,1,Y,No,11,3,1,80,1,20,2,3,20,7,2,13
EMP0000152,35,No,Travel_Rarely,United Kingdom,Manchester,718,Sales,1,5,Marketing,1,152,3,Male,14/09/2016,94,3,3,Sales Executive,2,Married,21846,19860,1,Y,No,13,3,1,80,2,10,3,3,10,8,0,6
EMP0000154,45,No,Travel_Rarely,France,Nice,210,Research & Development,9,3,Life Sciences,1,154,2,Male,13/09/2009,60,3,2,Laboratory Technician,2,Divorced,6402,5820,8,Y,No,18,3,3,80,1,20,2,1,17,9,0,15
EMP0000158,58,No,Travel_Rarely,Spain,Bilbao,1242,Research & Development,9,3,Medical,1,158,2,Female,18/02/2025,75,2,1,Research Scientist,2,Married,37785,34350,4,Y,Yes,20,4,2,80,1,9,3,2,1,0,0,0
EMP0000162,27,No,Non-Travel,France,Paris,749,Research & Development,9,3,Medical,1,162,4,Male,03/08/2024,57,3,1,Research Scientist,2,Divorced,22803,20730,6,Y,No,18,3,4,80,1,6,1,1,2,2,2,2
EMP0000166,50,No,Travel_Rarely,Italy,Rome,1575,Research & Development,11,3,Life Sciences,1,166,3,Female,16/12/2021,53,3,5,Manager,2,Single,47916,43560,3,Y,No,15,3,2,80,0,21,5,3,5,4,4,4
EMP0000171,27,No,Travel_Rarely,Spain,Valencia,1255,Research & Development,17,3,Technical Degree,1,171,3,Male,03/06/2021,51,3,1,Research Scientist,2,Married,38181,34710,0,Y,Yes,16,3,4,80,1,6,3,2,5,2,1,1
EMP0000172,19,Yes,Travel_Frequently,United Kingdom,London,653,Sales,1,1,Technical Degree,1,172,3,Female,05/09/2026,100,1,1,Sales Representative,1,Single,19866,18060,0,Y,No,21,4,1,80,0,1,5,4,0,0,0,0
EMP0000173,36,No,Travel_Frequently,France,Lyon,1605,Research & Development,3,2,Medical,1,173,4,Male,01/07/2018,30,3,1,Laboratory Technician,2,Single,48840,44400,4,Y,No,12,3,3,80,0,13,3,2,8,7,7,2
EMP0000174,30,No,Non-Travel,United Kingdom,Birmingham,120,Research & Development,9,3,Medical,1,174,3,Male,16/11/2014,66,3,2,Laboratory Technician,1,Divorced,3663,3330,1,Y,No,11,3,3,80,2,12,4,3,12,9,6,10
EMP0000175,45,No,Travel_Rarely,France,Toulouse,1375,Sales,4,2,Life Sciences,1,175,3,Female,03/07/2021,30,3,2,Sales Executive,1,Divorced,41844,38040,4,Y,Yes,11,3,1,80,1,9,3,4,5,4,0,3
EMP0000176,56,No,Travel_Rarely,United Kingdom,London,773,Research & Development,8,3,Life Sciences,1,176,3,Female,14/09/2024,67,3,1,Research Scientist,1,Divorced,23529,21390,4,Y,Yes,18,3,3,80,1,19,3,3,2,2,2,2
EMP0000179,46,No,Travel_Rarely,Netherlands,Utrecht,570,Sales,1,2,Marketing,1,179,2,Female,13/02/2002,92,3,3,Sales Executive,1,Divorced,17358,15780,1,Y,No,25,4,3,80,3,24,2,3,24,13,15,7
EMP0000182,34,No,Travel_Rarely,United Kingdom,Leeds,682,Research & Development,27,2,Medical,1,182,4,Female,02/03/2023,95,3,1,Research Scientist,2,Single,20757,18870,2,Y,No,15,3,4,80,0,9,3,3,3,2,1,2
EMP0000183,41,Yes,Travel_Rarely,Netherlands,Amsterdam,1471,Sales,20,2,Marketing,1,183,2,Female,17/01/2022,70,3,1,Sales Representative,2,Single,44748,40680,1,Y,Yes,22,4,4,80,0,4,5,2,4,3,0,2
EMP0000185,53,No,Travel_Rarely,Germany,Cologne,1175,Research & Development,13,2,Medical,1,185,4,Female,02/11/2022,57,4,5,Manufacturing Director,1,Divorced,35772,32520,1,Y,No,11,3,3,80,2,5,3,3,4,2,1,3
EMP0000186,33,No,Travel_Rarely,France,Marseille,1009,Research & Development,14,3,Medical,1,186,4,Female,21/08/2018,72,3,1,Research Scientist,2,Married,30723,27930,1,Y,No,13,3,4,80,1,8,5,3,8,7,1,6
EMP0000188,55,No,Travel_Rarely,France,Lyon,750,Research & Development,14,4,Medical,1,188,3,Male,19/01/2002,61,4,5,Research Director,2,Single,22836,20760,8,Y,No,11,3,4,80,0,36,3,3,24,15,2,15
EMP0000190,51,No,Travel_Rarely,United Kingdom,London,339,Research & Development,3,3,Medical,1,190,4,Female,08/11/2019,98,3,4,Healthcare Representative,2,Single,10329,9390,3,Y,No,18,3,3,80,0,21,6,3,7,7,1,0
EMP0000192,27,No,Travel_Rarely,Italy,Rome,969,Research & Development,9,3,Medical,1,192,4,Female,25/06/2019,99,3,1,Research Scientist,2,Single,29502,26820,1,Y,No,16,3,4,80,0,7,2,2,7,7,0,3
EMP0000196,37,No,Travel_Rarely,Germany,Munich,314,Research & Development,21,3,Life Sciences,1,196,2,Male,22/09/2018,65,4,1,Research Scientist,1,Married,9570,8700,1,Y,Yes,12,3,1,80,1,8,3,2,8,7,1,7
EMP0000197,35,No,Travel_Frequently,Spain,Barcelona,149,Research & Development,2,3,Medical,1,197,2,Female,25/01/2020,37,3,2,Laboratory Technician,2,Single,4554,4140,5,Y,No,11,3,4,80,0,10,5,3,6,2,1,2
EMP0000201,27,No,Travel_Frequently,France,Paris,512,Research & Development,1,1,Technical Degree,1,201,3,Male,14/04/2024,60,2,5,Manufacturing Director,1,Married,15576,14160,5,Y,No,19,3,3,80,1,6,1,3,2,2,2,0
EMP0000205,38,Yes,Travel_Rarely,France,Nice,1280,Research & Development,29,1,Medical,1,205,2,Male,28/01/2025,70,3,2,Healthcare Representative,1,Married,38940,35400,7,Y,Yes,19,3,2,80,0,17,2,3,1,0,0,0
EMP0000207,22,No,Travel_Rarely,United Kingdom,London,1232,Research & Development,5,3,Life Sciences,1,207,4,Male,16/11/2022,60,4,1,Research Scientist,2,Divorced,37488,34080,1,Y,Yes,16,3,1,80,1,4,2,2,4,2,2,2
EMP0000210,46,No,Travel_Rarely,United Kingdom,Birmingham,698,Research & Development,1,4,Medical,1,210,4,Male,28/10/2022,97,3,3,Healthcare Representative,1,Divorced,21252,19320,7,Y,No,16,3,3,80,1,17,3,3,4,2,0,3
EMP0000214,51,No,Travel_Rarely,United Kingdom,Leeds,1593,Research & Development,8,4,Life Sciences,1,214,2,Male,25/07/2016,81,2,5,Research Director,2,Married,48477,44070,5,Y,No,16,3,4,80,2,16,5,1,10,9,4,7
EMP0000215,30,Yes,Travel_Rarely,Spain,Valencia,1090,Research & Development,3,3,Technical Degree,1,215,4,Female,17/10/2021,88,3,1,Research Scientist,1,Single,33165,30150,5,Y,Yes,11,3,3,80,0,8,5,3,5,2,0,4
EMP0000217,30,Yes,Travel_Frequently,Germany,Cologne,362,Sales,26,4,Marketing,1,217,3,Female,04/05/2020,52,2,2,Sales Executive,1,Single,11022,10020,5,Y,No,15,3,3,80,0,9,5,2,6,3,0,1
EMP0000220,54,No,Travel_Rarely,Italy,Venice,1244,Sales,3,3,Marketing,1,220,4,Female,02/09/2020,52,3,2,Sales Executive,1,Married,37851,34410,2,Y,No,14,3,4,80,1,16,4,3,6,2,0,5
EMP0000221,36,No,Travel_Rarely,France,Marseille,1514,Research & Development,5,2,Life Sciences,1,221,4,Male,25/05/2013,62,3,2,Laboratory Technician,2,Single,46068,41880,8,Y,No,16,3,4,80,0,16,3,4,13,11,3,7
EMP0000222,33,No,Travel_Rarely,France,Nice,159,Research & Development,4,4,Medical,1,222,3,Female,21/08/2023,47,2,1,Research Scientist,2,Married,4851,4410,6,Y,No,21,4,4,80,0,7,3,3,3,2,1,1
EMP0000237,33,Yes,Travel_Rarely,Germany,Berlin,504,Research & Development,2,2,Life Sciences,1,237,1,Female,24/12/2017,39,3,1,Laboratory Technician,1,Married,15345,13950,7,Y,No,20,4,1,80,0,13,3,4,9,7,1,7
EMP0000239,32,No,Travel_Rarely,France,Toulouse,1519,Sales,4,2,Life Sciences,1,239,3,Female,17/11/2022,56,3,1,Sales Representative,2,Married,46233,42030,2,Y,No,11,3,1,80,1,6,5,3,4,3,1,2
EMP0000243,41,No,Travel_Rarely,Netherlands,Eindhoven,1530,Research & Development,19,2,Life Sciences,1,243,3,Male,13/11/2025,36,3,2,Research Scientist,1,Divorced,46563,42330,2,Y,No,16,3,1,80,2,17,2,2,1,0,0,0
EMP0000248,34,No,Travel_Rarely,Netherlands,The Hague,509,Research & Development,2,4,Life Sciences,1,248,4,Male,18/03/2015,84,2,5,Manufacturing Director,1,Married,15510,14100,6,Y,No,13,3,2,80,1,13,3,3,11,9,5,9
EMP0000249,37,No,Travel_Rarely,Netherlands,Eindhoven,1103,Research & Development,1,2,Medical,1,249,3,Female,05/07/2023,83,2,1,Research Scientist,1,Married,33561,30510,2,Y,No,14,3,1,80,1,17,2,2,3,1,0,2
EMP0000254,42,No,Travel_Rarely,Germany,Hamburg,993,Research & Development,17,2,Life Sciences,1,254,4,Female,06/02/2023,82,4,2,Research Scientist,1,Single,30228,27480,3,Y,Yes,13,3,3,80,0,10,1,3,3,2,0,2
EMP0000257,42,No,Travel_Rarely,Netherlands,The Hague,291,Research & Development,2,3,Medical,1,257,4,Female,28/10/2017,56,2,1,Laboratory Technician,1,Divorced,8877,8070,0,Y,Yes,11,3,3,80,1,10,4,3,9,6,7,8
EMP0000260,31,Yes,Travel_Frequently,United Kingdom,Birmingham,333,Research & Development,29,2,Medical,1,260,3,Male,04/12/2021,71,2,1,Laboratory Technician,2,Single,10131,9210,0,Y,No,11,3,2,80,0,6,2,4,5,4,1,4
EMP0000261,32,No,Travel_Frequently,France,Toulouse,1422,Research & Development,7,3,Life Sciences,1,261,2,Male,27/10/2021,100,4,1,Laboratory Technician,2,Married,43263,39330,1,Y,No,20,4,3,80,0,5,3,1,5,1,0,3
EMP0000263,32,No,Travel_Rarely,United Kingdom,London,138,Research & Development,2,1,Technical Degree,1,263,4,Male,02/11/2020,84,2,2,Laboratory Technician,1,Single,4224,3840,4,Y,No,13,3,4,80,0,9,5,3,6,2,0,4
EMP0000264,46,No,Travel_Rarely,France,Paris,529,Sales,2,3,Technical Degree,1,264,3,Female,02/01/2019,75,1,4,Manager,2,Married,16104,14640,3,Y,Yes,12,3,2,80,1,28,2,2,7,7,7,7
EMP0000266,29,No,Travel_Rarely,Spain,Bilbao,1312,Sales,2,3,Medical,1,266,1,Male,02/07/2026,78,2,2,Sales Executive,2,Married,39930,36300,2,Y,No,19,3,2,80,2,10,2,3,0,0,0,0
EMP0000268,25,No,Non-Travel,Spain,Valencia,732,Research & Development,5,2,Life Sciences,1,268,2,Male,19/03/2020,85,4,2,Healthcare Representative,1,Divorced,22275,20250,1,Y,No,12,3,4,80,2,6,2,3,6,3,1,5
EMP0000271,55,No,Travel_Rarely,Italy,Naples,490,Research & Development,1,3,Medical,1,271,4,Male,24/01/1990,81,3,5,Manager,1,Single,14916,13560,0,Y,Yes,14,3,3,80,0,37,2,3,36,10,4,13
EMP0000272,47,Yes,Non-Travel,Italy,Turin,722,Research & Development,29,4,Life Sciences,1,272,1,Male,24/07/2016,88,3,3,Manager,2,Married,21978,19980,1,Y,Yes,12,3,4,80,1,10,2,2,10,7,9,9
EMP0000277,35,No,Travel_Rarely,Spain,Barcelona,1426,Research & Development,22,3,Life Sciences,1,277,2,Female,05/08/2019,71,4,3,Manager,2,Divorced,43395,39450,7,Y,No,18,3,2,80,1,10,6,2,7,7,6,2
EMP0000278,38,No,Travel_Rarely,France,Nice,349,Sales,7,2,Medical,1,278,1,Female,25/01/2018,44,4,2,Sales Executive,1,Divorced,10626,9660,1,Y,Yes,24,4,3,80,1,8,3,3,8,0,7,7
EMP0000279,26,No,Travel_Frequently,Spain,Seville,1604,Research & Development,1,3,Life Sciences,1,279,3,Female,07/03/2020,84,3,5,Manufacturing Director,2,Divorced,48807,44370,1,Y,No,20,4,1,80,1,6,6,1,6,5,1,4
EMP0000280,50,No,Travel_Rarely,Spain,Madrid,864,Research & Development,4,1,Life Sciences,1,280,1,Male,14/06/2016,96,3,5,Research Director,2,Divorced,26301,23910,3,Y,No,14,3,1,80,2,28,4,2,10,4,1,6
EMP0000285,26,No,Travel_Frequently,France,Paris,538,Research & Development,11,2,Medical,1,285,1,Male,27/01/2021,60,3,2,Healthcare Representative,1,Married,16368,14880,1,Y,Yes,13,3,3,80,1,5,3,3,5,3,3,3
EMP0000289,26,Yes,Travel_Rarely,Germany,Hamburg,1571,Research & Development,16,4,Medical,1,289,1,Male,26/10/2023,45,3,1,Laboratory Technician,2,Divorced,47817,43470,2,Y,Yes,13,3,4,80,1,5,2,3,3,2,0,2
EMP0000291,49,No,Travel_Frequently,United Kingdom,Birmingham,689,Research & Development,10,4,Life Sciences,1,291,3,Female,09/01/2023,35,3,5,Research Director,1,Single,20988,19080,9,Y,Yes,11,3,4,80,0,22,4,3,3,2,1,2
EMP0000292,36,No,Travel_Rarely,United Kingdom,London,548,Research & Development,3,3,Technical Degree,1,292,3,Male,08/07/2018,30,3,2,Research Scientist,2,Single,16698,15180,4,Y,No,12,3,4,80,0,10,2,3,8,0,7,7
EMP0000293,31,No,Travel_Frequently,Italy,Milan,481,Sales,5,3,Marketing,1,293,4,Female,21/06/2024,84,3,1,Sales Representative,2,Divorced,14652,13320,1,Y,No,11,3,3,80,1,2,5,2,2,2,2,2
EMP0000296,42,No,Travel_Frequently,France,Nice,602,Sales,26,3,Marketing,1,296,3,Female,07/10/2006,77,3,4,Sales Executive,2,Married,18315,16650,5,Y,No,14,3,4,80,1,23,2,4,20,4,4,8
EMP0000298,35,No,Travel_Rarely,United Kingdom,Manchester,1336,Sales,16,3,Marketing,1,298,3,Male,04/05/2015,96,3,3,Sales Executive,2,Married,40656,36960,0,Y,No,15,3,3,80,2,12,3,2,11,9,6,9
EMP0000300,51,No,Travel_Rarely,United Kingdom,London,1412,Research & Development,2,3,Medical,1,300,4,Male,17/05/2022,84,1,5,Manufacturing Director,2,Divorced,42966,39060,5,Y,No,18,3,4,80,1,13,3,3,4,1,1,2
EMP0000301,41,No,Travel_Rarely,United Kingdom,Birmingham,362,Sales,2,4,Life Sciences,1,301,4,Male,01/01/2004,88,3,4,Manager,2,Single,11022,10020,1,Y,No,19,3,2,80,0,22,2,3,22,10,0,4
EMP0000303,28,No,Travel_Rarely,France,Marseille,1601,Research & Development,16,2,Medical,1,303,2,Male,13/09/2018,68,4,2,Healthcare Representative,1,Single,48708,44280,0,Y,No,19,3,3,80,0,9,2,3,8,3,0,7
